NÚMERO DO TERMO;ANO DO TERMO;CPF/CNPJ;RAZÃO SOCIAL;OBJETO;DATA DA ASSINATURA;DATA DE PUBLICAÇÃO;VIGÊNCIA;SITUAÇÃO
61;2006;00394460005887;SECRETARIA DA RECEITA FEDERAL;Fornecimento de informações cadastrais de pessoas físicas e jurídicas.;28/11/2006;08/12/2006;;Não informada
10;2009;05475103000121;SECRETARIA DE ESTADO DE GOVERNO - SEGOV;Cessão, pela SEGOV, do direito de acesso ao sistema Transacional e treinamento para sua utilização. SIGCON;10/12/2009;11/12/2009;12/10/2020 00:00:00;Não informada
0;2009;00414607001009;TRIBUNAL DE CONTAS DA UNIÃO;Rede de Fiscalização e Controle da Gestão Pública.;20/11/2009;03/12/2009;;Não informada
0;2009;00414607001009;TRIBUNAL DE CONTAS DA UNIÃO;Articulação de apoio a ações de fiscalização e formação de rede de relacionamento para o controle da gestão pública.;25/03/2009;06/04/2009;;Não informada
1;2010;03551542000140;ASSOCIAÇÃO DOS SERVIDORES DO TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS - ASSCONTAS;Termo de Autorização de Uso nº 001/2010, a título precário, não oneroso, intransferível e por prazo indeterminado, do uso de uma sala localizada no 1º andar do Edifício Anexo I do Tribunal, de área total de 77,40 m² (setenta e sete vírgula quarenta metros quadrados), para viabilizar a realização dos objetivos sociais constantes do estatuto da Associação dos Servidores do Tribunal de Contas do Estado de Minas Gerais, voltados à representação e realização dos interesses dos seus associados.;19/11/2010;25/11/2010;;Não informada
0;2010;00414607000118;TRIBUNAL DE CONTAS DA UNIÃO;Acompanhamento das ações governamentais para a Copa do Mundo de 2014.;11/05/2010;02/06/2010;;Não informada
0;2010;00414607000118;TRIBUNAL DE CONTAS DA UNIÃO;O licenciamento de uso, não oneroso, sem fins comerciais, do programa de computador denominado Sistema de Jurisprudência Sistematizada - SISJUR.;11/05/2010;17/05/2010;;Não informada
0;2010;00414607000118;TRIBUNAL DE CONTAS DA UNIÃO;Licenciamento de uso, não oneroso, sem fins comerciais, do programa de computador denominado Sistema Fiscalis Módulo Off-Line.;11/05/2010;13/05/2010;;Não informada
2;2011;16695025000197;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS;Transferência de bens ociosos à Polícia Militar do Estado de Minas Gerais.;27/01/2011;31/01/2011;07/25/2025 00:00:00;Não informada
0;2012;04389228000176;BANCO INTERAMERICANO DE DESENVOLVIMENTO;Estabelecer os procedimentos a serem adotados pelo Tribunal na realização dos trabalhos de auditoria dos Projetos e Programas financiados pelo BID.;05/06/2012;11/06/2012;;Não informada
0;2013;58723800000110;INSTITUTO RUI BARBOSA - IRB;Realização de ações de âmbito nacional coordenada com os Tribunais de Contas brasileiros, objetivando sistematizar o intercâmbio de informações relativas à gestão e patrimônio dos Regimes Próprios de Previdenciária Social - RPPS.;09/05/2013;02/08/2013;;Não informada
0;2013;58723800000110;INSTITUTO RUI BARBOSA - IRB;Adesão à sistemática de avaliação a ser realizada segundo os parâmetros, itens e critérios de qualidade e agilidade do controle externo no âmbito dos Tribunais de Contas estabelecidos em regulamento aprovado pelo Conselho Deliberativo da ATRICON. ;02/07/2013;02/08/2013;;Não informada
0;2013;58723800000110;INSTITUTO RUI BARBOSA - IRB;Formação da Rede Nacional de Informações Estratégicas para o Controle Externo, visando intercâmbios de dados e conhecimentos por meio das unidades de informações.;02/07/2013;02/08/2013;;Não informada
0;2013;58723800000110;INSTITUTO RUI BARBOSA - IRB;Estabelecer um padrão mínimo de dados e informações e implementar a interoperabilidade entre órgãos de controle e fiscalização.;21/03/2013;02/08/2013;08/02/2015 00:00:00;Não informada
12;2014;19933205000158;INSTITUTO AMM;troca de conhecimento e do compartilhamento de ações educacionais, incluindo a concessão de desconto nas mensalidades dos curso de graduação oferecidos pela Instituição de Ensino Superior - IES, para os servidores e funcionários do TCE/MG.;01/12/2014;03/12/2014;;Não informada
1;2014;00418993000116;CONSELHO ADMINISTRATIVO DE DEFESA ECONÔMICA;Acordo de Cooperação  que permitam intercâmbio de dados e informações, métodos e técnicas de trabalho entre o TCEMG e o CADE, além da promoção recíproca de projetos de capacitação profissional, possibilitando uma atuação ágil e aprimorada relativa à àrea de competência dos partícipes, em especial na repressão a cartéis em licitações.;10/06/2014;27/05/2019;06/10/2024 00:00:00;Não informada
44000001;2015;00394528000192;MINISTÉRIO DO TRABALHO E PREVIDÊNCIA SOCIAL-MPS;"ACORDO DE COOPERAÇÃO TÉCNICA Nº44.000.001597/2015-70
Intercâmbio de informações previdenciárias.";31/12/2015;29/01/2016;01/29/2021 00:00:00;Não informada
1;2016;04967700000177;TRIBUNAL DE CONTAS DO ESTADO DO PARÁ;Estabelecer programa de cooperação educacional, técnico e científico entre os partícipes para o desenvolvimento de cursos, sistemas tecnológicos, estudos, pesquisas e ações direcionadas à capacitação de servidores, membros e gestores públicos. ;28/03/2016;31/03/2016;03/28/2022 00:00:00;Não informada
3;2016;;GABINETE MILITAR DO GOVERNADOR DO ESTADO DE MINAS GERAIS;Intercâmbio de conhecimentos, experiências, rotinas e técnicas, visando ao aperfeiçoamento das Instituições Cooperadas, no exercício das suas funções institucionais, bem como o compartilhamento, pelo GMG, do Sistema Integrado de Informações sobre Desastres - S2ID;01/11/2016;08/11/2016;12/31/2020 00:00:00;Não informada
1;2016;;IRB;Estabelecimento da Rede Nacional de Indicadores Públicos - REDE INDICON, com a finalidade de compartilhar instrumentos de medição do desempenho da gestão pública brasileira, boas práticas e o conhecimento deles advindos na avaliação da gestão pública, bem como auxiliar e subsidiar a ação fiscalizatória exercida pelo controle externo. ;18/04/2016;29/04/2016;04/18/2021 00:00:00;Não informada
1;2016;00360305000104;CAIXA ECONÔMICA FEDERAL;Cessão de uso de espaço físico, localizado no 1º andar do Edifício Anexo I, para instalação de 1 (um) terminal de atendimento bancário (caixa eletrônico), para uso dos servidores e funcionários do Tribunal. ;27/04/2016;28/04/2016;04/27/2021 00:00:00;Não informada
1;2016;04807221000110;TRIBUNAL DE CONTAS DO ESTADO DE RONDÔNIA;Conjugação de esforços entre os partícipes, mediante ações institucionais, colaborações mútuas e intercâmbio de conhecimento em prol da melhoria do exercício da atividade de controle externo. ;18/05/2016;17/06/2016;05/18/2021 00:00:00;Não informada
2;2016;27532498000190;TRIBUNAL DE CONTAS DO MUNICÍPIO DO RIO DE JANEIRO ;Intercâmbio e cooperação técnica entre os partícipes visando à disponibilização, pelo TCEMG, em caráter personalíssimo e intransferível, do uso das ferramentas: sistema TCJuris, MapJuris, TCLegis, tesauro e estrutura de dados acessada pelo TCJuris. ;24/06/2016;29/06/2016;06/24/2021 00:00:00;Não informada
5;2016;00000000000191;BANCO DO BRASIL S.A;troca de informações sobre o Programa de Formação do Patrimônio do Servidor Público - PASEP. ;17/08/2016;19/08/2016;08/17/2021 00:00:00;Não informada
2;2016;00000000000191;BANCO DO BRASIL S.A;"Cessão de uso de espaço físico no 1º andar do Ed. Anexo I e no 2º andar do Ed. Sede do Tribunal, para instalação de 2 (dois) caixas eletrônicos. 
Vigência: 60 (sessenta) meses, a partir da data da sua assinatura. 
Data da assinatura: 25/08/2016. 
Sem ônus.
";25/08/2016;26/08/2016;08/25/2021 00:00:00;Não informada
1;2016;21154554000113;TRIBUNAL DE JUSTIÇA DE MINAS GERAIS - TJMG;Cooperação técnica para possibilitar a transferência mútua de conhecimentos, por meio de servidores especializados pertencentes aos quadros de ambos os Tribunais.;09/09/2016;14/09/2016;09/09/2021 00:00:00;Não informada
3;2016;12395125000147;TRIBUNAL DE CONTAS DO ESTADO DE ALAGOAS;intercâmbio e a cooperação técnica visando à disponibilização pelo TCEMG, em caráter personalíssimo e intransferível, dos Sistemas TCJuris, MapJuris, TCLegis, Tesauro e estrutura de dados acessada pelo TCJuris. ;07/11/2016;30/11/2016;11/07/2021 00:00:00;Não informada
4;2016;32634420000116;TRIBUNAL DE CONTAS DOS MUNICÍPIOS DO ESTADO DA BAHIA ;Intercâmbio e a cooperação técnica visando à disponibilização pelo TCEMG, em caráter personalíssimo e intransferível, dos Sistemas TCJuris, MapJuris, TCLegis, Tesauro e estrutura de dados acessada pelo TCJuris. ;16/11/2016;30/11/2016;11/16/2021 00:00:00;Não informada
6;2016;05585681000110;CONTROLADORIA GERAL DO ESTADO;desenvolvimento de projetos e ações que possam contribuir para prevenção e combate à corrupção, promoção da transparência e da ética pública, fomento do controle social e fortalecimento da gestão pública, com maior efetividade na proteção dos recursos públicos. ;19/12/2016;30/01/2017;12/19/2021 00:00:00;Não informada
4;2016;17486275000180;JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS - JUCEMG;"cooperação mútua entre os partícipes de forma a possibilitar ao Tribunal de Contas o acesso à Base de Dados do Cadastro Estadual de Empresas Mercantis,
organizada, mantida e atualizada pela JUCEMG.";27/07/2016;28/07/2016;;Não informada
7;2016;;CREA - CONSELHO REGIONAL DE ENGENHARIA E AGRONOMIA;Intercâmbio de informações e cooperação técnica;21/11/2016;22/11/2016;11/21/2021 00:00:00;Não informada
0;2016;21275737000197;FUNDAÇÃO DE PREVIDÊNCIA COMPLEMENTAR DO ESTADO DE MINAS GERAIS - PREVCOM/MG;Formalização do Plano de Benefícios PREVPLAN destinados aos servidores titulares de cargos efetivos e aos membros de Magistratura, do Ministério Público, da Defensoria Pública e dos Conselheiros do Tribunal de Contas.;04/10/2016;06/10/2016;;Não informada
10;2017;05914685000103;CONTROLADORIA GERAL DA UNIÃO, UNIÃO, MINISTÉRIO DA TRANSPARÊNCIA, ESTADO DE MG, POR INTERMÉDIO DO TCEMG.;Estabelecer mecanismos de cooperação entre a CGU e o TCEMG, visando ao desenvolvimento de projetos e ações que possam contribuir para a prevenção e o combate à corrupção.;10/02/2017;14/02/2017;02/10/2022 00:00:00;Não informada
1;2017;16695025000197;POLICIA MILITAR DE MINAS GERAIS;O presente Termo de Cooperação Técnica tem por finalidade estabelecer a mútua cooperação institucional entre os partícipes, concretizado com o auxílio da PMMG no planejamento e na execução de ações de polícia preventiva e corretiva, de segurança pessoal, bem como instituir canal de relacionamento que propicie maior integração e intercâmbio de informações entre o TCEMG e a PMMG, como também favoreça a articulação com as representações policiais do Estado de Minas Gerais com vistas a apoiar os membros do TCEMG.;31/03/2017;31/05/2017;04/01/2027 00:00:00;Não informada
2;2017;18715383000140;MUNICIPIO DE BELO HORIZONTE POR SUA CONTROLADORIA GERAL;Estabelecimento de mecanismos de cooperação entre CTGM e o Tribunal, visando o desenvolvimento de projetos e ações que possam contribuir para a prevenção e o combate à corrupção.;12/06/2017;13/06/2017;06/12/2022 00:00:00;Não informada
337;2017;21154554000113;TJMG, SEPLAG,MPMG,TJM;CESSÃO DO DIREITO DE USO DO SEI - SISTEMA ELETRONICO DE INFORMAÇÕES - BOAS PRÁTICAS DO USO DO SEI;16/08/2018;31/08/2018;08/31/2022 00:00:00;Não informada
106;2017;20971057000145;Ministério Público do Estado de Minas Gerais;"Estabelecer as providências necessárias à execução de ações operacionais e demais procedimentos a serem observados pelos partícipes, a fim de viabilizar o acesso do MPMG ao sistema SICOM. 
";31/10/2017;30/11/2017;10/31/2022 00:00:00;Não informada
8;2017;17188574000138;Conselho Regional de  Contabilidade de Minas Gerais;"Difusão do conhecimento contábil e prestação mútua de informações relativas a serviços de profissionais na área de contabilidade.
";30/10/2017;06/11/2017;11/28/2022 00:00:00;Não informada
3;2017;11411629000140;INSTITUTO DE ESTUDOS DE PROTESTO DE TÍTULOS DO BRASIL- SEÇÃO MINAS GERAIS ;Regulamentação dos procedimentos a serem adotados na remessa a protesto das Certidões de Débito das multas aplicadas pelo TCEMG (CDMs). ;09/02/2017;10/02/2017;02/09/2022 00:00:00;Não informada
2;2017;18715383000140;PREFEITURA DE BELO HORIZONTE;Cooperação técnica visando á cessão de servidores entre os convenentes, sem ônus para a origem ou com ônus para a origem e mediante o ressarcimento pelo cessionário, para atuação de interesse mútuo que possibilite o intercâmbio de experiências.;08/02/2017;09/02/2017;02/09/2022 00:00:00;Não informada
3;2017;69287639000104;ASSOCIAÇÃO DOS REGISTRADORES MOBILIÁRIOS DE SÃO PAULO - ARISP;Viabilizar ao Tribunal e ao MPTC a utilização da Central Nacional de Indisponibilidade de Bens - CNIB, do Sistema de Penhora Eletrônica de Imóveis (Penhora Online), que inclui o módulo de pesquisa de bens imóveis e de solicitação de certidões digitais, e dos demais serviços eletrônicos disponibilizados pela Central Registradores de imóveis e disponibilizar a plataforma de Serviços de Registros Eletrônicos - SREI aos Registros de Imóveis do Estado. ;05/10/2017;17/10/2017;;Não informada
1;2017;00509018000113;TRIBUNAL SUPERIOR ELEITORAL;Fixar as diretrizes para o apoio institucional dos Tribunais de Contas dos Estados, Distrito Federal e Municípios, no exame das prestações de contas de partidos políticos apresentadas ao TSE. ;08/08/2017;01/09/2017;;Não informada
0;2017;;TJMG - TREMG - TRT 3ª REGIÃO - MPMG - MPF...;Adesão ao Termo de Cooperação Técnica da REDE SUSTENTA MINAS;04/12/2017;13/12/2017;11/17/2022 00:00:00;Não informada
1;2018;00394460028909;Secretaria do Tesouro Nacional do Ministério da Fazenda;"Adesão ao Acordo de Cooperação Técnica nº 01/2018, celebrado entre a Secretaria do Tesouro Nacional do  Ministério da Fazenda, os Tribunais e Contas, representados pela Associação dos Membros dos Tribunais de Contas do Brasil, e o INstituto Rui Barbosa, cujo objeto consiste na conjugação de esforços entre a STN/MF, os Tribunais de Contas, neste ato representado pela ATRICON, o IRB e os signatarios do Termo de Adesão, visando fomentar a tranparencia da gestão fiscal, apoiar o exercicio do controle e regulação, reduzir as divergencias e duplicidades de dados e informações, promover a trasnferencia de conhecimentos e harmonizar conceitos e procedimentos entre os entes governamentais na aplicação de normas atinentes À execução orçamentária, financeira e patriminial, à contabilidade pública e gestão fiscal.
";06/03/2018;13/03/2018;03/13/2023 00:00:00;Não informada
1;2018;83279448000113;Tribunal de Contas do Estado de Santa Catarina;intercâmbio de informações visando o compartilhamento de conhecimentos e a transferência mútua de tecnologias, mediante a disponibilização de sistemas informatizados desenvolvidos pelos partícipes. ;11/04/2018;13/04/2018;04/11/2023 00:00:00;Não informada
6;2018;92518737000119;Tribunal Regional Federal da 4ª Região;"Cessão do direito de uso do SEI - Sietema Eletronico de Informações
";10/08/2018;14/08/2018;08/14/2023 00:00:00;Não informada
5;2018;32634420000116;Tribunal de Contas dos Municípios do Estado da Bahia;"Cessão do Aplicativo ""Na Ponta do Lápis""
";11/09/2018;13/09/2018;09/11/2023 00:00:00;Não informada
8;2018;14674303000102;Tribunal de Contas do Estado da Bahia;"Intercâmbio de informações e a cooperação técnica que envolve assuntos inerentes ao âmbito do Controle Externo e/ou de tecnologia da informação referente ao  ""NA PONTA DO LÁPIS"". 
";26/09/2018;27/09/2018;09/26/2023 00:00:00;Não informada
3;2018;18715532000170;Polícia Civil de Minas Gerais;"Intercâmbio de informações que possa contribuir para prevenção e combate a corrupção.
";27/09/2018;04/10/2018;09/27/2023 00:00:00;Não informada
9;2018;16589137000163;Serviço de Apoio às Micro e Pequenas Empresas de Minas Gerais;"Fiscalização, fornecimento de informações, produção de material, realização de workshops, palestras, cursos e seminários
";26/09/2018;19/10/2018;10/19/2023 00:00:00;Não informada
11;2018;16745465000101;Advocacia Geral do Estado de Minas Gerais;"Tem por finalidade facilitar e agilizar o fornecimento de documentos e informações, visando a representação judicial e extrajudicial do Tribunal, e ao adequado cumprimento das determinações do Tribunal no ambito da Administração Pública Estadual, bem como a conferir maior celeridade aos procedimentos e processos que envolvam cobrança de débitos e multas referentes às decisões do Tribunal
";30/10/2018;19/10/2018;10/30/2023 00:00:00;Não informada
12;2018;09499757000146;Tribunal de Contas do Estado do Ceará;"Cooperação em tecnologia de informações entre os convenentes , em especial a cessão do direito de uso do Sistema de Gestão Educacional (SIGED) do Tribunal de Contas do Estado do Ceará para o Tribunal de Contas do Estado de Minas Gerais, visando a otimização dos trabalhos realizados por este órgão.
";07/12/2018;11/12/2018;12/11/2023 00:00:00;Não informada
2;2018;;IRB / FNDE / ATRICON;Adesão ao Acordo de Cooperação Técnica 02/2017 firmado entre FNDE, ATRICON E IRB;06/03/2018;27/03/2018;07/04/2022 00:00:00;Não informada
865428;2018;00394494000136;UNIÃO - por intermédio do Ministério da Justiça;O presente convênio tem por objeto o exercício do controle social, por meio de aplicativo para dispositivos móveis, em consonância com a política de transparência da Administração Pública.;05/12/2018;07/12/2018;12/31/2020 00:00:00;Não informada
1;2018;26989715001699;MINISTÉRIO PÚBLICO FEDERAL;cooperação técnica e o intercâmbio de informações visando ao alcance de maior eficiência na atuação dos órgãos partícipes no âmbito de suas respectivas atribuições institucionais, notadamente no desempenho de atividades relacionadas à prevenção, investigação e repressão a atos ou omissões lesivas ao patrimônio público. ;18/01/2018;23/01/2018;01/18/2023 00:00:00;Não informada
4;2018;12978037000178;TRIBUNAL DE CONTAS DO ESTADO DO RIO GRANDE DO NORTE ;"Intercâmbio de informações e a cooperação técnica que envolve assuntos inerentes ao âmbito do Controle Externo e/ou de tecnologia da informação referente ao  ""NA PONTA DO LÁPIS"".";10/08/2018;05/11/2018;08/10/2023 00:00:00;Não informada
3;2018;18715532000170;POLICIA CIVILDE MINAS GERAIS;Intercâmbio de informações;27/09/2018;04/10/2018;09/27/2023 00:00:00;Não informada
9;2018;16589137000163;SEBRAE;Fiscalização, fornecimento de informações, produção de material, realização de workshops, palestras, cursos e seminários;26/09/2018;19/10/2018;10/19/2023 00:00:00;Não informada
11;2018;16745465000101;AGE - ADVOCACIA GERAL DO ESTADO;Tem por finalidade facilitar e agilizar o fornecimento de documentos e informações, visando a representação judicial e extrajudicial do Tribunal, e ao adequado cumprimento das determinações do Tribunal no âmbito da Administração Pública Estadual, bem como a conferir maior celeridade aos procedimentos e processos que envolvam cobrança de débitos e multas referentes às decisões do Tribunal;30/10/2018;05/11/2018;10/30/2023 00:00:00;Não informada
12;2018;09499757000146;TRIBUNAL DE CONTAS DO ESTADO DO CEARÁ - TCE - CE;Cooperação em tecnologia de informações entre os convenentes , em especial a cessão do direito de uso do Sistema de Gestão Educacional (SIGED) do Tribunal de Contas do Estado do Ceará para o Tribunal de Contas do Estado de Minas Gerais, visando a otimização dos trabalhos realizados por este órgão.;07/12/2018;13/12/2018;12/11/2023 00:00:00;Não informada
13;2018;05829742000148;TRIBUNAL DE CONTAS DO ESTADO DO AMAZONAS; Cessão do aplicativo NA PONTA DO LÁPIS;19/12/2018;07/02/2019;12/19/2023 00:00:00;Não informada
14;2018;00394494000560;MIINISTÉRIO EXTRAORDINÁRIO DA SEGURANÇA PÚBLICA por meio da SECRETARIA NACIONAL DE SEGURANÇA PÚBLICA;Permitir ao Tribunal de Contas do Estado de Minas Gerais o acesso a Rede Nacional de Integração de Informações de Segurança Pública, Justiça e Fiscalização - Rede Infoseg, criada por força do Decreto 6.138, de 28 de junho de 2007. O acesso será restrito a usuários credenciados na REDE INFOSEG, através de usuário e senha;27/08/2018;31/08/2018;08/31/2023 00:00:00;Não informada
7;2018;77996312000121;TRIBUNAL DE CONTAS DO ESTADO DO PARANÁ;"Cessão do Aplicativo ""Na Ponta do Lápis""";10/01/2019;04/02/2019;01/10/2024 00:00:00;Não informada
1;2018;03636198000192;MINISTÉRIO PÚBLICO FEDERAL;"Instituir a rede de controle ""De olho nos recursos do FUNDEF em Minas Gerais"", visando articular ações coordenadas, conjuntas e individuais, preventivas e repressivas, respeitadas as competências de cada instituição, a serem implementadas no âmbito do Estado de Minas Gerais, que assegurem a utilização legal e constitucional dos recursos relativos a diferenças devidas pela União a título de complementação do extinto FUNDEF, no período de 1998 a 2006.";26/09/2018;09/10/2018;;Não informada
1;2018;37161122000170;Associação dos Membros dos Tribunais de Contas di Brasil - ATRICON;Estabelecer a cooperação e a colaboração mútuas entre os TRIBUNAIS DE CONTAS e a ATRICON para o desenvolvimento de atividades de natureza técnica e científica, visando ao fortalecimento da integração, modernização e aprimoramento dos Tribunais de Contas do Brasil, no âmbito do Programa QATC, do MMDTC, da Rede InfoContas, da participação na ENCCLA e na OLACEFS, bem como na defesa de competências, prerrogativas e interesses institucionais, conforme detalhamento constante das cláusulas do Convênio e do Plano de Trabalho, integrante do Termo de Adesão.;26/05/2023;31/05/2023;12/31/2023 00:00:00;Não informada
11;2019;58723800000110;INSTITUTO RUI BARBOSA; Anuência ao disposto no Estatuto Social do Instituto Rui Barbosa e às condições estabelecidas nas cláusulas deste instrumento para a associação do Tribunal ao IRB;16/12/2019;08/01/2020;01/08/2025 00:00:00;Não informada
5;2019;28483014000122;TRIBUNAL DE CONTAS DO ESTADO DO ESPIRITO SANTO;"ACORDO DE COOPERAÇÃO TÉCNICA Nº 005/2019
O presente instrumento tem por objeto a mútua colaboração entre os órgãos signatários nas atividades de Controle Externo, por meio do intercâmbio de experiências e da integração de procedimentos e de metodologias, objetivando aprimorar e fortalecer as auditorias realizadas pelos partícipes.";05/11/2019;06/11/2020;11/06/2025 00:00:00;Não informada
3;2019;20754964000132;COLÉGIO REGISTRAL IMOBILIÁRIO DE MINAS GERAIS - CORI-MG;Constitui objeto do presente Termo de Cooperação Técnica a utilização pelo CONVENIADO, exclusivamente para fins institucionais, da CENTRAL ELETRÔNICA DE IMÓVEIS DE MINAS - CRI-MG, desenvolvida pelo CORI-MG, possibilitando-se, deste modo, acesso aos Serviços Eletrônicos prestados pelos Cartórios de Registro de Imóveis integrantes da CRI-MG, ou de Centrais Eletrônicas de outros Estados conveniadas à CRI-MG, quando autorizado, como pesquisa de bens imóveis e solicitação de certidões eletrônicas de matrículas.;07/10/2019;08/10/2019;10/07/2050 00:00:00;Não informada
4;2019;14951451000119;CONSELHO DE ARQUITETURA E URBANISMO DE MINAS GERAIS - CAU;Adoção de ações voltadas para a aproximação e integração dos convenentes, em especial, o intercâmbio de informações e cooperação técnica nas áreas de fiscalização, pesquisa, capacitação e o estabelecimento de mecanismos para sua realização, sem fins lucrativos, entre o Tribunal e o CAU MG.;04/12/2019;05/12/2019;12/04/2024 00:00:00;Não informada
5;2019;28483014000122;TRIBUNAL DE CONTAS DO ESTADO DO ESPÍRITO SANTO;"O presente instrumento tem por objeto a mútua colaboração entre os órgãos signatários nas atividades de
Controle Externo, por meio do intercâmbio de experiências e da integração de procedimentos e de
metodologias, objetivando aprimorar e fortalecer as auditorias realizadas pelos partícipes.";05/11/2019;06/11/2019;11/06/2024 00:00:00;Não informada
4;2019;20971057000145;MINISTÉRIO PÚBLICO DE MINAS GERAIS POR MEIO DA PROCURADORIA GERAL DE JUSTIÇA;"Constitui objeto do presente Termo a cooperação técnica entre os partícipes com a finalidade de facilitar o
fornecimento de documentos, dados e informações, visando dotar os partícipes nos procedimentos de
fiscalização, em seus respectivos âmbitos de atuação, de maior consistência e qualidade na apreciação da
legalidade dos atos da Administração Pública Estadual e Municipal, bem como o compartilhamento de
recursos de infraestrutura tecnológica de datacenter em forma de colocation (alocação in-loco de hardware)
a fim dos partícipes possuírem redundâncias de dados, site-backup de aplicações e backup remoto das
informações.";14/11/2019;20/11/2019;11/20/2024 00:00:00;Não informada
4;2019;08944148000196;CONTROLADORIA GERAL DO DISTRITO FEDERAL;"Este Acordo de Cooperação Técnica tem por objeto o intercâmbio de informações e a cooperação técnica
que envolve assuntos inerentes ao âmbito de controle externo e/ou de tecnologia da informação, visando o
compartilhamento de conhecimentos e a transferência mútua de tecnologias, mediante a disponibilização da
solução desenvolvida pelo TCE-MG, denominado NA PONTA DO LÁPIS , bem como dos conhecimentos
utilizados na sua construção e desenvolvimento.";02/09/2019;03/09/2019;09/02/2024 00:00:00;Não informada
1;2019;11863260000107;ASSOCIAÇÃO   MINEIRA   DE   CONTADORES PÚBLICOS -AMCP;"cessão de uso de uma sala de 38 m² localizada no   térreo  do   Edifício   Sede,   ao   lado  do   posto   de atendimento  bancário  SICOOB,  que  será  denominada ""Sala dos Contadores""";19/07/2019;22/07/2019;07/22/2024 00:00:00;Não informada
3;2019;20754964000132;COLÉGIO  REGISTRAL IMOBILIÁRIO DE MINAS GERAIS -CORI-MG.;utilização peloCONVENIADO, exclusivamente para fins institucionais, daCENTRAL ELETRÔNICA  DE  IMÓVEIS  DE  MINAS-CRI-MG,  desenvolvida  peloCORI-MG,  possibilitando-se, deste modo, acesso aos Serviços Eletrônicos prestados pelos  Cartórios  de  Registro  de  Imóveis  integrantes daCRI-MG,ou   de   Centrais   Eletrônicas   de   outros Estados  conveniadas  àCRI-MG,quando  autorizado, como   pesquisa   de   bens   imóveis   e   solicitação   de certidões eletrônicas de matrículas;07/10/2019;08/10/2019;;Não informada
11;2019;15024128000162;TRIBUNAL DE CONTAS DO ESTADO DO MATO GROSSO;Cessão de caráter personalíssimo e intransferível, de cópia do Sistema de Gestão de Desempenho - SIGEDES, com seu código fonte e do direito de uso do software;15/04/2019;24/07/2019;04/15/2021 00:00:00;Não informada
0;2019;0471673300188;Instituto Brasileiro de Auditoria de Obras Públicas - Ibraop;A filiação do TCEMG ao Ibraop visa desenvolver ações voltadas ao aprimoramento da gestão e do controle de obras públicas no Brasil, bem como para uniformização de entendimentos por meio da elaboração de Orientações Técnicas, Procedimentos de Auditoria de Obras Públicas, realização e reuniões técnicas, cursos, capacitações e eventos técnicos na área de Auditoria de Obras Públicas, entre outros.;10/10/2019;14/10/2019;10/10/2024 00:00:00;Não informada
1;2019;07564394000150; ASSOCIAÇÃO DOS RECICLADORES DE BELO HORIZONTE- ASSOCIRECICLE;"O presente Convênio tem por objeto destinar os resíduos recicláveis - papel, papelão, copos descartáveis, latas de alumínio, garrafas de plástico e outros - coletados nos diversos setores do TRIBUNAL à ASSOCIAÇÃO que dará a destinação ambientalmente correta desses materiais.

 ";01/02/2019;04/02/2019;02/20/2021 00:00:00;Não informada
883205;2019;31702437000109;UNIÃO, por intermédio do MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA;"O presente Convênio tem por objeto Fortalecer o Controle Interno nos Municípios de Minas Gerais,
como instrumento de eficácia e eficiência da gestão pública e de combate à corrupção, por meio de
ações de capacitação dos agentes de controle interno que darão suporte técnico aos gestores
municipais, conforme detalhado no Plano de Trabalho.";02/12/2019;04/12/2019;12/02/2021 00:00:00;Não informada
890298;2019;31702437000109;UNIÃO, por intermédio do MINISTÉRIO DA JUSTIÇA E SEGURANÇA PÚBLICA,;"O presente Convênio tem por objeto Capacitação de candidatos ao pleito eleitoral à gestão municipal, do
quadriênio de 21-24, como instrumento de eficácia e eficiência da gestão pública e de combate à
corrupção.";27/12/2019;30/12/2019;12/27/2021 00:00:00;Não informada
1;2019;20513859000101;ASSOCIAÇÃO MINEIRA DE MUNICÍPIOS - AMM;"Este Termo de Cooperação Técnica tem como objeto o desenvolvimento de ações conjuntas de interesse comum entre os partícipes, mediante auxílio na divulgação e realização de palestras e treinamentos relacionados ao projeto denominado ""SOB CONTROLE: CONTROLE INTERNO PARA AMPLIAR RESULTADOS"", executado pelo Tribunal, com o intuito de capacitar agentes públicos municipais do Controle Interno em cinco grupos de mesorregiões do Estado.";14/05/2019;11/06/2019;05/14/2023 00:00:00;Não informada
2;2019;20513859000101;ASSOCIAÇÃO MINEIRA DE MUNICÍPIOS- AMM;"Tem como objeto o desenvolvimento de ações comuns entre os partícipes voltadas para divulgação de projeto desenvolvido pelo TCE/MG, denominado ""RECEITAS PÚBLICAS MUNICIPAIS"", no âmbito dos programas e ações de responsabilidade social desenvolvidas pela AMM/MG.";14/05/2019;21/05/2019;05/14/2021 00:00:00;Não informada
